Name,Supplier,Fuel,Account,Bill Date,Due Date,Consumer,NMI,Site Address,From Date,To Date,Charge Group,Charge Description,Unit Of Measure,Charge Rate,DLF,TLF,Uplifted Rate,Quantity,Net Charge ($),GST ($),Total Charge ($),Information Only
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/11/2023,30/11/2023,Network Distribution,Fixed Demand Charge (300 to 1000),DAYS,174.0628,,,174.0628,30,"5,221.88",522.19,"5,744.07",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/11/2023,30/11/2023,Network Distribution,Fixed Demand Charge (1000 to 1500),DAYS,489.63507,,,489.63507,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/11/2023,30/11/2023,Network Distribution,Variable Demand Charge (0 to 300),KVA,0.58021,,,0.58021,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/11/2023,30/11/2023,Network Distribution,Variable Demand Charge (300 to 1000),KVA,0.45081,,,0.45081,4477,"2,018.28",201.83,"2,220.11",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/11/2023,30/11/2023,Network Distribution,Variable Demand Charge (1000 to 1500),KVA,0.22802,,,0.22802,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/11/2023,30/11/2023,Network Distribution,Demand Length Charge <10km,KVA,0.00835,,,0.00835,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/11/2023,30/11/2023,Network Distribution,Demand Length Charge >= 10km,KVA,0.00577,,,0.00577,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/11/2023,30/11/2023,Network Other,Metering Fixed Charge,DAYS,0.14743,,,0.14743,30,4.42,0.44,4.86,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/11/2023,30/11/2023,Network Other,Metering Fixed Charge,DAYS,0.14743,,,0.14743,1,0.15,0.02,0.17,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/11/2023,30/11/2023,Other,Retail Service Charge,DAYS,1.99,,,1.99,30,59.7,5.97,65.67,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/11/2023,30/11/2023,Market,Capacity Charge,,,,,,,"3,539.77",353.98,"3,893.75",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/11/2023,30/11/2023,Network Distribution,Discount,,,,,,,"-1,729.46",-172.95,"-1,902.41",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/11/2023,30/11/2023,Network Transmission,Discount,,,,,,,"-1,078.70",-107.87,"-1,186.57",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Environmental,STC Charge,KWH,0.006516,1.0401,1.0075,0.006828,144240,984.89,98.49,"1,083.38",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Environmental,LGC Charge,KWH,0.011044,1.0401,1.0075,0.011573,144240,"1,669.30",166.93,"1,836.23",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Market,Ancillary Charge,KWH,0.01135,1.0401,1.0075,0.011894,144240,"1,715.55",171.56,"1,887.11",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Market,Market Fee,KWH,0.00181,1.0401,1.0075,0.001897,144240,273.58,27.36,300.94,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Energy,Off Peak Energy,KWH,0.0876,1.0401,1.0075,0.091796,73632,"6,759.22",675.92,"7,435.14",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Energy,Peak Energy,KWH,0.0935,1.0401,1.0075,0.097979,70608,"6,918.06",691.81,"7,609.87",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Other,Metering Service Charge M13,DAYS,0.15119,,,0.15119,31,4.69,0.47,5.16,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Transmission,Fixed Demand Charge (300 to 1000),DAYS,109.2302,,,109.2302,31,"3,386.14",338.61,"3,724.75",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Transmission,Fixed Demand Charge (1000 to 1500),DAYS,302.93593,,,302.93593,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Transmission,Variable Demand Charge (0 to 300),KVA,0.3641,,,0.3641,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Transmission,Variable Demand Charge (300 to 1000),KVA,0.27673,,,0.27673,4626,"1,280.15",128.02,"1,408.17",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Transmission,Variable Demand Charge (1000 to 1500),KVA,0.15148,,,0.15148,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Distribution,Fixed Demand Charge (0 to 300),DAYS,11.23417,,,11.23417,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Distribution,Fixed Demand Charge (300 to 1000),DAYS,174.0628,,,174.0628,31,"5,395.95",539.6,"5,935.55",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Distribution,Fixed Demand Charge (1000 to 1500),DAYS,489.63507,,,489.63507,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Distribution,Variable Demand Charge (0 to 300),KVA,0.58021,,,0.58021,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Distribution,Variable Demand Charge (300 to 1000),KVA,0.45081,,,0.45081,4626,"2,085.45",208.54,"2,293.99",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Distribution,Variable Demand Charge (1000 to 1500),KVA,0.22802,,,0.22802,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Distribution,Demand Length Charge <10km,KVA,0.00835,,,0.00835,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Distribution,Demand Length Charge >= 10km,KVA,0.00577,,,0.00577,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Other,Metering Fixed Charge,DAYS,0.14743,,,0.14743,31,4.57,0.46,5.03,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Other,Retail Service Charge,DAYS,1.99,,,1.99,31,61.69,6.17,67.86,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Market,Capacity Charge,,,,,,,"3,659.39",365.94,"4,025.33",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Distribution,Discount,,,,,,,"-1,851.10",-185.11,"-2,036.21",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,18/01/2024,19/02/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/12/2023,31/12/2023,Network Transmission,Discount,,,,,,,"-1,154.56",-115.46,"-1,270.02",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Environmental,STC Charge,KWH,0.00802,1.0401,1.0075,0.008404,149050,"1,252.64",125.26,"1,377.90",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Environmental,LGC Charge,KWH,0.00991,1.0401,1.0075,0.010385,149050,"1,547.84",154.78,"1,702.62",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Market,Ancillary Charge,KWH,0.01328,1.0401,1.0075,0.013916,149050,"2,074.20",207.42,"2,281.62",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Market,Market Fee,KWH,0.00181,1.0401,1.0075,0.001897,149050,282.7,28.27,310.97,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Energy,Off Peak Energy,KWH,0.0876,1.0401,1.0075,0.091796,70181,"6,442.37",644.24,"7,086.61",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Energy,Peak Energy,KWH,0.0935,1.0401,1.0075,0.097979,78869,"7,727.49",772.75,"8,500.24",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Other,Metering Service Charge M13,DAYS,0.15119,,,0.15119,31,4.69,0.47,5.16,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Transmission,Fixed Demand Charge (300 to 1000),DAYS,109.2302,,,109.2302,31,"3,386.14",338.61,"3,724.75",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Transmission,Fixed Demand Charge (1000 to 1500),DAYS,302.93593,,,302.93593,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Transmission,Variable Demand Charge (0 to 300),KVA,0.3641,,,0.3641,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Transmission,Variable Demand Charge (300 to 1000),KVA,0.27673,,,0.27673,4798,"1,327.75",132.78,"1,460.53",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Transmission,Variable Demand Charge (1000 to 1500),KVA,0.15148,,,0.15148,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Distribution,Fixed Demand Charge (0 to 300),DAYS,11.23417,,,11.23417,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Distribution,Fixed Demand Charge (300 to 1000),DAYS,174.0628,,,174.0628,31,"5,395.95",539.6,"5,935.55",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Distribution,Fixed Demand Charge (1000 to 1500),DAYS,489.63507,,,489.63507,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Distribution,Variable Demand Charge (0 to 300),KVA,0.58021,,,0.58021,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Distribution,Variable Demand Charge (300 to 1000),KVA,0.45081,,,0.45081,4798,"2,162.99",216.3,"2,379.29",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Distribution,Variable Demand Charge (1000 to 1500),KVA,0.22802,,,0.22802,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Distribution,Demand Length Charge <10km,KVA,0.00835,,,0.00835,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Distribution,Demand Length Charge >= 10km,KVA,0.00577,,,0.00577,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Other,Metering Fixed Charge,DAYS,0.14743,,,0.14743,31,4.57,0.46,5.03,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Other,Retail Service Charge,DAYS,1.99,,,1.99,31,61.69,6.17,67.86,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Market,Capacity Charge,,,,,,,"3,777.88",377.79,"4,155.67",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Distribution,Discount,,,,,,,"-1,831.30",-183.13,"-2,014.43",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018017,2/02/2024,5/03/2024,89010375,80010042134,"151 CATHEDRAL AVE, GERALDTON WA",1/01/2024,31/01/2024,Network Transmission,Discount,,,,,,,"-1,142.03",-114.2,"-1,256.23",N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Environmental,STC Charge,KWH,0.006516,1.018,1.0075,0.006683,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Environmental,LGC Charge,KWH,0.011044,1.018,1.0075,0.011327,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Market,Ancillary Charge,KWH,0.0128,1.018,1.0075,0.013128,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Market,Market Fee,KWH,0.00181,1.018,1.0075,0.001856,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Energy,Off Peak Energy,KWH,0.0876,1.018,1.0075,0.089846,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Energy,Peak Energy,KWH,0.0935,1.018,1.0075,0.095897,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Other,Metering Service Charge M13,DAYS,0.15119,,,0.15119,30,4.54,0.45,4.99,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Network Transmission,Fixed Demand Charge (300 to 1000),DAYS,104.78307,,,104.78307,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Network Transmission,Fixed Demand Charge (1000 to 1500),DAYS,281.56938,,,281.56938,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Network Transmission,Variable Demand Charge (0 to 300),KVA,0.34928,,,0.34928,120,41.91,4.19,46.1,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Network Transmission,Variable Demand Charge (300 to 1000),KVA,0.25255,,,0.25255,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Network Transmission,Variable Demand Charge (1000 to 1500),KVA,0.14014,,,0.14014,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Fixed Demand Charge (0 to 300),DAYS,1.94674,,,1.94674,30,58.4,5.84,64.24,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Fixed Demand Charge (300 to 1000),DAYS,167.14293,,,167.14293,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Fixed Demand Charge (1000 to 1500),DAYS,451.27862,,,451.27862,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Variable Demand Charge (0 to 300),KVA,0.55714,,,0.55714,120,66.86,6.69,73.55,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Variable Demand Charge (300 to 1000),KVA,0.40591,,,0.40591,0,0,0,0,N
