Start Time,Stop Time,Location,Address,Charge Station,Connector,Driver Postcode,Id Tag,Charging Time,Idle Time,Usage (kWh),CO2 Abatement (gCO2),Revenue,Cost,Session ID,Payment Method,Benefit Type,Benefit Name
14 Mar 2025 16:14,14 Mar 2025 16:28,Witchcliffe Eco Village Cluster 1C - Kulbardi Way,"41 Kulbardi Way, Witchcliffe, WA, 6286",Station 5513,Port B,6076,"",00:14:00,00:00:00,16.48,5255.516,5.93,3.13,bfe826e1-7030-4a86-b908-e07ee54df033,"Chargefox (app,rfid)","",""
14 Mar 2025 10:58,14 Mar 2025 11:49,Witchcliffe Eco Village Cluster 1C - Kulbardi Way,"41 Kulbardi Way, Witchcliffe, WA, 6286",Station 5513,Port B,6280,"",00:51:00,00:00:07,45.9,14634.582,16.52,8.72,65c2c7f4-a242-4fe1-a4c5-8703c6bbdb6f,"Chargefox (app,rfid)","",""
12 Mar 2025 13:24,12 Mar 2025 14:13,Witchcliffe Eco Village Cluster 1C - Kulbardi Way,"41 Kulbardi Way, Witchcliffe, WA, 6286",Station 5513,Port B,6280,"",00:49:00,00:29:42,40.74,12989.563,14.67,7.74,b5ae8d4d-b41d-41d4-a65c-11ef7b409556,"Chargefox (app,rfid)","",""
11 Mar 2025 10:10,11 Mar 2025 10:49,Witchcliffe Eco Village Cluster 1C - Kulbardi Way,"41 Kulbardi Way, Witchcliffe, WA, 6286",Station 5513,Port A,6286,"",00:38:00,00:47:49,34.37,10960.312,12.37,6.53,5af5abd5-b6f8-4321-b570-eb50d187e36c,"Chargefox (app,rfid)","",""
10 Mar 2025 20:04,10 Mar 2025 20:44,Witchcliffe Eco Village Cluster 1C - Kulbardi Way,"41 Kulbardi Way, Witchcliffe, WA, 6286",Station 5513,Port A,6286,"",00:39:00,00:00:01,19.0,6056.822,8.55,3.61,3417cbae-c801-4215-802a-3daebad170a4,"Chargefox (app,rfid)",Free,WESTPAC
9 Mar 2025 20:05,9 Mar 2025 20:22,Witchcliffe Eco Village Cluster 1C - Kulbardi Way,"41 Kulbardi Way, Witchcliffe, WA, 6286",Station 5513,Port B,,"",00:16:00,00:00:13,11.62,3706.475,5.23,2.21,bf78f12d-0b81-4e92-a43b-858edaa6d683,"Chargefox (app,rfid)",Fleet,""
8 Mar 2025 10:51,8 Mar 2025 11:08,Witchcliffe Eco Village Cluster 1C - Kulbardi Way,"41 Kulbardi Way, Witchcliffe, WA, 6286",Station 5513,Port B,,"",00:16:00,00:00:30,18.81,5997.513,6.77,3.57,ff922adf-e0b5-4fb2-bff9-9dd8191c80f9,"Chargefox (app,rfid)",Fleet,""
7 Mar 2025 11:50,7 Mar 2025 11:52,Witchcliffe Eco Village Cluster 1C - Kulbardi Way,"41 Kulbardi Way, Witchcliffe, WA, 6286",Station 5513,Port A,6164,"",00:02:00,00:00:30,2.1,668.339,0.00,0.40,05b0a6c0-63ba-4429-bbfa-742d67b1ce09,"Chargefox (app,rfid)","",""
7 Mar 2025 09:30,7 Mar 2025 10:36,Witchcliffe Eco Village Cluster 1C - Kulbardi Way,"41 Kulbardi Way, Witchcliffe, WA, 6286",Station 5513,Port B,6280,"",01:06:00,00:00:00,54.31,17317.823,19.55,10.32,ff15f09e-bd16-4850-9f6b-e12366492f88,"Chargefox (app,rfid)","",""
6 Mar 2025 12:14,6 Mar 2025 12:42,Witchcliffe Eco Village Cluster 1C - Kulbardi Way,"41 Kulbardi Way, Witchcliffe, WA, 6286",Station 5513,Port A,6286,"",00:27:00,00:06:08,23.99,7649.547,8.64,4.56,e4c4443e-1f3e-4321-83b6-ee0284351be6,"Chargefox (app,rfid)","",""
2 Mar 2025 13:54,2 Mar 2025 14:40,Witchcliffe Eco Village Cluster 1C - Kulbardi Way,"41 Kulbardi Way, Witchcliffe, WA, 6286",Station 5513,Port B,6157,"",00:45:00,00:00:00,46.5,14826.857,16.74,8.83,ab9971aa-6dd5-4cf1-8d57-3a0cd2d6fbbf,"Chargefox (app,rfid)","",""
2 Mar 2025 09:59,2 Mar 2025 10:33,Witchcliffe Eco Village Cluster 1C - Kulbardi Way,"41 Kulbardi Way, Witchcliffe, WA, 6286",Station 5513,Port A,6286,"",00:33:00,00:11:42,28.73,9161.6,10.34,5.46,adbac31d-3aaf-48da-97b0-d2ba3746cd4b,"Chargefox (app,rfid)","",""
2 Mar 2025 09:58,2 Mar 2025 09:58,Witchcliffe Eco Village Cluster 1C - Kulbardi Way,"41 Kulbardi Way, Witchcliffe, WA, 6286",Station 5513,Port A,6286,"",00:00:00,00:00:00,0.0,0.0,0.00,0.00,d0368a74-6ff2-4fcf-9da6-99b7600ee04c,"Chargefox (app,rfid)","",""
28 Feb 2025 22:21,28 Feb 2025 22:35,Witchcliffe Eco Village Cluster 1C - Kulbardi Way,"41 Kulbardi Way, Witchcliffe, WA, 6286",Station 5513,Port A,6286,"",00:13:00,00:00:00,15.34,4889.779,6.90,2.91,4e11c558-61b5-4cd3-882e-6e3fa2adbf32,"Chargefox (app,rfid)",Free,WESTPAC
