Date,Carbon Neutral Charge
8/03/2025 2:00 a.m.,2.485
8/03/2025 3:00 a.m.,2.447
8/03/2025 4:00 a.m.,2.899
8/03/2025 5:00 a.m.,2.485
8/03/2025 6:00 a.m.,2.899
8/03/2025 7:00 a.m.,2.485
8/03/2025 8:00 a.m.,3.275
8/03/2025 9:00 a.m.,2.9
8/03/2025 10:00 a.m.,2.825
8/03/2025 11:00 a.m.,2.862
8/03/2025 12:00 p.m.,2.787
8/03/2025 1:00 p.m.,2.41
8/03/2025 2:00 p.m.,2.749
8/03/2025 3:00 p.m.,2.749
8/03/2025 4:00 p.m.,2.749
8/03/2025 5:00 p.m.,2.373
8/03/2025 6:00 p.m.,2.41
8/03/2025 7:00 p.m.,2.825
8/03/2025 8:00 p.m.,2.071
8/03/2025 9:00 p.m.,2.862
8/03/2025 10:00 p.m.,2.486
8/03/2025 11:00 p.m.,2.486
9/03/2025 12:00 a.m.,2.938
9/03/2025 1:00 a.m.,2.486
9/03/2025 2:00 a.m.,2.938
9/03/2025 3:00 a.m.,2.9
9/03/2025 4:00 a.m.,2.938
9/03/2025 5:00 a.m.,2.938
9/03/2025 6:00 a.m.,2.938
9/03/2025 7:00 a.m.,3.352
9/03/2025 8:00 a.m.,2.938
9/03/2025 9:00 a.m.,2.904
9/03/2025 10:00 a.m.,3.319
9/03/2025 11:00 a.m.,2.414
9/03/2025 12:00 p.m.,2.791
9/03/2025 1:00 p.m.,2.339
9/03/2025 2:00 p.m.,2.339
9/03/2025 3:00 p.m.,1.924
9/03/2025 4:00 p.m.,2.339
9/03/2025 5:00 p.m.,2.791
9/03/2025 6:00 p.m.,2.414
9/03/2025 7:00 p.m.,2.867
9/03/2025 8:00 p.m.,2.452
9/03/2025 9:00 p.m.,2.904
9/03/2025 10:00 p.m.,2.489
9/03/2025 11:00 p.m.,2.904
10/03/2025 12:00 a.m.,2.489
10/03/2025 1:00 a.m.,2.904
10/03/2025 2:00 a.m.,2.527
10/03/2025 3:00 a.m.,2.904
10/03/2025 4:00 a.m.,2.942
10/03/2025 5:00 a.m.,2.904
10/03/2025 6:00 a.m.,2.942
10/03/2025 7:00 a.m.,2.942
10/03/2025 8:00 a.m.,3.357
10/03/2025 9:00 a.m.,3.727
10/03/2025 10:00 a.m.,2.861
10/03/2025 11:00 a.m.,2.824
10/03/2025 12:00 p.m.,2.749
10/03/2025 1:00 p.m.,3.125
10/03/2025 2:00 p.m.,2.711
10/03/2025 3:00 p.m.,2.297
10/03/2025 4:00 p.m.,2.334
10/03/2025 5:00 p.m.,2.334
10/03/2025 6:00 p.m.,2.749
10/03/2025 7:00 p.m.,2.41
10/03/2025 8:00 p.m.,2.861
10/03/2025 9:00 p.m.,2.447
10/03/2025 10:00 p.m.,2.447
10/03/2025 11:00 p.m.,2.861
11/03/2025 12:00 a.m.,2.485
11/03/2025 1:00 a.m.,2.485
11/03/2025 2:00 a.m.,2.071
11/03/2025 3:00 a.m.,2.861
11/03/2025 4:00 a.m.,2.485
11/03/2025 5:00 a.m.,2.937
11/03/2025 6:00 a.m.,2.485
11/03/2025 7:00 a.m.,2.899
11/03/2025 8:00 a.m.,3.313
11/03/2025 9:00 a.m.,2.899
11/03/2025 10:00 a.m.,2.861
11/03/2025 11:00 a.m.,3.2
11/03/2025 12:00 p.m.,2.711
11/03/2025 1:00 p.m.,3.087
11/03/2025 2:00 p.m.,2.673
11/03/2025 3:00 p.m.,2.673
11/03/2025 4:00 p.m.,2.673
11/03/2025 5:00 p.m.,2.711
11/03/2025 6:00 p.m.,2.786
11/03/2025 7:00 p.m.,2.786
11/03/2025 8:00 p.m.,2.861
11/03/2025 9:00 p.m.,2.824
11/03/2025 10:00 p.m.,2.861
11/03/2025 11:00 p.m.,2.485
12/03/2025 12:00 a.m.,2.861
12/03/2025 1:00 a.m.,2.485
12/03/2025 2:00 a.m.,2.447
12/03/2025 3:00 a.m.,2.899
12/03/2025 4:00 a.m.,2.485
12/03/2025 5:00 a.m.,2.523
12/03/2025 6:00 a.m.,2.899
12/03/2025 7:00 a.m.,2.485
12/03/2025 8:00 a.m.,3.727
12/03/2025 9:00 a.m.,2.857
12/03/2025 10:00 a.m.,2.857
12/03/2025 11:00 a.m.,2.819
12/03/2025 12:00 p.m.,2.782
12/03/2025 1:00 p.m.,2.782
12/03/2025 2:00 p.m.,2.782
12/03/2025 3:00 p.m.,2.819
12/03/2025 4:00 p.m.,2.782
12/03/2025 5:00 p.m.,2.819
12/03/2025 6:00 p.m.,2.819
12/03/2025 7:00 p.m.,3.27
12/03/2025 8:00 p.m.,2.857
12/03/2025 9:00 p.m.,2.857
12/03/2025 10:00 p.m.,2.481
12/03/2025 11:00 p.m.,2.443
13/03/2025 12:00 a.m.,2.481
13/03/2025 1:00 a.m.,2.894
13/03/2025 2:00 a.m.,2.481
13/03/2025 3:00 a.m.,2.443
13/03/2025 4:00 a.m.,2.481
13/03/2025 5:00 a.m.,2.481
13/03/2025 6:00 a.m.,2.894
13/03/2025 7:00 a.m.,2.481
13/03/2025 8:00 a.m.,3.721
13/03/2025 9:00 a.m.,2.862
13/03/2025 10:00 a.m.,2.862
13/03/2025 11:00 a.m.,3.201
13/03/2025 12:00 p.m.,2.786
13/03/2025 1:00 p.m.,2.711
13/03/2025 2:00 p.m.,2.824
13/03/2025 3:00 p.m.,2.447
13/03/2025 4:00 p.m.,2.862
13/03/2025 5:00 p.m.,2.899
13/03/2025 6:00 p.m.,2.899
13/03/2025 7:00 p.m.,2.862
13/03/2025 8:00 p.m.,2.899
13/03/2025 9:00 p.m.,2.899
13/03/2025 10:00 p.m.,2.485
13/03/2025 11:00 p.m.,2.485
14/03/2025 12:00 a.m.,2.899
14/03/2025 1:00 a.m.,2.899
14/03/2025 2:00 a.m.,2.485
14/03/2025 3:00 a.m.,2.485
14/03/2025 4:00 a.m.,2.485
14/03/2025 5:00 a.m.,2.485
14/03/2025 6:00 a.m.,2.485
14/03/2025 7:00 a.m.,3.351
14/03/2025 8:00 a.m.,2.899
14/03/2025 9:00 a.m.,3.327
14/03/2025 10:00 a.m.,2.873
14/03/2025 11:00 a.m.,3.213
14/03/2025 12:00 p.m.,2.797
14/03/2025 1:00 p.m.,3.175
14/03/2025 2:00 p.m.,2.722
14/03/2025 3:00 p.m.,2.76
14/03/2025 4:00 p.m.,2.797
14/03/2025 5:00 p.m.,2.797
14/03/2025 6:00 p.m.,2.419
14/03/2025 7:00 p.m.,2.873
14/03/2025 8:00 p.m.,2.911
14/03/2025 9:00 p.m.,2.495
14/03/2025 10:00 p.m.,2.457
14/03/2025 11:00 p.m.,2.911
15/03/2025 12:00 a.m.,2.495
15/03/2025 1:00 a.m.,2.495
15/03/2025 2:00 a.m.,2.911
15/03/2025 3:00 a.m.,2.533
15/03/2025 4:00 a.m.,2.911
15/03/2025 5:00 a.m.,2.911
15/03/2025 6:00 a.m.,2.949
15/03/2025 7:00 a.m.,2.949
15/03/2025 8:00 a.m.,2.911
15/03/2025 9:00 a.m.,2.896
15/03/2025 10:00 a.m.,2.859
15/03/2025 11:00 a.m.,3.235
15/03/2025 12:00 p.m.,2.407
15/03/2025 1:00 p.m.,2.821
15/03/2025 2:00 p.m.,2.37
15/03/2025 3:00 p.m.,2.783
15/03/2025 4:00 p.m.,2.746
15/03/2025 5:00 p.m.,2.783
15/03/2025 6:00 p.m.,2.407
15/03/2025 7:00 p.m.,2.445
15/03/2025 8:00 p.m.,2.859
15/03/2025 9:00 p.m.,2.445
15/03/2025 10:00 p.m.,2.482
15/03/2025 11:00 p.m.,2.896
16/03/2025 12:00 a.m.,2.482
16/03/2025 1:00 a.m.,2.482
16/03/2025 2:00 a.m.,2.482
16/03/2025 3:00 a.m.,2.896
16/03/2025 4:00 a.m.,2.934
16/03/2025 5:00 a.m.,2.896
16/03/2025 6:00 a.m.,2.934
16/03/2025 7:00 a.m.,2.934
16/03/2025 8:00 a.m.,2.482
16/03/2025 9:00 a.m.,2.905
16/03/2025 10:00 a.m.,3.32
16/03/2025 11:00 a.m.,3.207
16/03/2025 12:00 p.m.,2.792
16/03/2025 1:00 p.m.,2.377
16/03/2025 2:00 p.m.,2.717
16/03/2025 3:00 p.m.,2.339
16/03/2025 4:00 p.m.,2.754
16/03/2025 5:00 p.m.,2.377
16/03/2025 6:00 p.m.,2.415
16/03/2025 7:00 p.m.,2.83
16/03/2025 8:00 p.m.,2.453
16/03/2025 9:00 p.m.,2.49
16/03/2025 10:00 p.m.,2.038
16/03/2025 11:00 p.m.,2.49
17/03/2025 12:00 a.m.,2.49
17/03/2025 1:00 a.m.,2.905
17/03/2025 2:00 a.m.,2.905
17/03/2025 3:00 a.m.,2.49
17/03/2025 4:00 a.m.,2.943
17/03/2025 5:00 a.m.,2.943
17/03/2025 6:00 a.m.,2.905
17/03/2025 7:00 a.m.,2.943
17/03/2025 8:00 a.m.,3.358
17/03/2025 9:00 a.m.,2.932
17/03/2025 10:00 a.m.,2.857
17/03/2025 11:00 a.m.,2.819
17/03/2025 12:00 p.m.,3.158
17/03/2025 1:00 p.m.,2.744
17/03/2025 2:00 p.m.,2.331
17/03/2025 3:00 p.m.,2.669
17/03/2025 4:00 p.m.,2.706
17/03/2025 5:00 p.m.,2.368
17/03/2025 6:00 p.m.,2.782
17/03/2025 7:00 p.m.,2.819
17/03/2025 8:00 p.m.,2.819
17/03/2025 9:00 p.m.,2.443
17/03/2025 10:00 p.m.,2.067
17/03/2025 11:00 p.m.,2.443
18/03/2025 12:00 a.m.,2.481
18/03/2025 1:00 a.m.,2.519
18/03/2025 2:00 a.m.,2.067
18/03/2025 3:00 a.m.,2.067
18/03/2025 4:00 a.m.,2.519
18/03/2025 5:00 a.m.,2.481
18/03/2025 6:00 a.m.,2.519
18/03/2025 7:00 a.m.,2.519
18/03/2025 8:00 a.m.,2.894
18/03/2025 9:00 a.m.,2.48
18/03/2025 10:00 a.m.,2.48
18/03/2025 11:00 a.m.,2.367
18/03/2025 12:00 p.m.,2.743
18/03/2025 1:00 p.m.,2.705
18/03/2025 2:00 p.m.,2.255
18/03/2025 3:00 p.m.,1.916
18/03/2025 4:00 p.m.,2.33
18/03/2025 5:00 p.m.,2.367
18/03/2025 6:00 p.m.,2.367
18/03/2025 7:00 p.m.,2.442
18/03/2025 8:00 p.m.,2.442
18/03/2025 9:00 p.m.,2.442
18/03/2025 10:00 p.m.,2.48
18/03/2025 11:00 p.m.,2.442
19/03/2025 12:00 a.m.,2.48
19/03/2025 1:00 a.m.,2.48
19/03/2025 2:00 a.m.,2.48
19/03/2025 3:00 a.m.,2.893
19/03/2025 4:00 a.m.,2.067
19/03/2025 5:00 a.m.,2.893
19/03/2025 6:00 a.m.,2.48
19/03/2025 7:00 a.m.,2.48
19/03/2025 8:00 a.m.,3.307
19/03/2025 9:00 a.m.,2.9
19/03/2025 10:00 a.m.,2.862
19/03/2025 11:00 a.m.,2.824
19/03/2025 12:00 p.m.,3.954
19/03/2025 1:00 p.m.,3.163
19/03/2025 2:00 p.m.,2.749
19/03/2025 3:00 p.m.,2.711
19/03/2025 4:00 p.m.,2.787
19/03/2025 5:00 p.m.,2.787
19/03/2025 6:00 p.m.,2.862
19/03/2025 7:00 p.m.,2.824
19/03/2025 8:00 p.m.,2.9
19/03/2025 9:00 p.m.,2.485
19/03/2025 10:00 p.m.,2.448
19/03/2025 11:00 p.m.,2.937
20/03/2025 12:00 a.m.,2.485
20/03/2025 1:00 a.m.,2.071
20/03/2025 2:00 a.m.,2.485
20/03/2025 3:00 a.m.,2.109
20/03/2025 4:00 a.m.,2.523
20/03/2025 5:00 a.m.,2.523
20/03/2025 6:00 a.m.,2.937
20/03/2025 7:00 a.m.,2.523
20/03/2025 8:00 a.m.,3.389
20/03/2025 9:00 a.m.,2.897
20/03/2025 10:00 a.m.,2.897
20/03/2025 11:00 a.m.,3.235
20/03/2025 12:00 p.m.,2.784
20/03/2025 1:00 p.m.,2.746
20/03/2025 2:00 p.m.,2.332
20/03/2025 3:00 p.m.,2.709
20/03/2025 4:00 p.m.,2.332
20/03/2025 5:00 p.m.,2.746
20/03/2025 6:00 p.m.,2.445
20/03/2025 7:00 p.m.,2.859
20/03/2025 8:00 p.m.,3.273
20/03/2025 9:00 p.m.,2.483
20/03/2025 10:00 p.m.,2.897
20/03/2025 11:00 p.m.,2.483
21/03/2025 12:00 a.m.,2.521
21/03/2025 1:00 a.m.,2.934
21/03/2025 2:00 a.m.,2.897
21/03/2025 3:00 a.m.,2.972
21/03/2025 4:00 a.m.,2.483
21/03/2025 5:00 a.m.,2.521
21/03/2025 6:00 a.m.,2.934
21/03/2025 7:00 a.m.,2.972
21/03/2025 8:00 a.m.,3.762
21/03/2025 9:00 a.m.,2.899
21/03/2025 10:00 a.m.,2.899
21/03/2025 11:00 a.m.,2.786
21/03/2025 12:00 p.m.,2.372
21/03/2025 1:00 p.m.,2.711
21/03/2025 2:00 p.m.,2.297
21/03/2025 3:00 p.m.,2.259
21/03/2025 4:00 p.m.,2.711
21/03/2025 5:00 p.m.,1.958
21/03/2025 6:00 p.m.,2.372
21/03/2025 7:00 p.m.,2.41
21/03/2025 8:00 p.m.,2.033
21/03/2025 9:00 p.m.,2.033
21/03/2025 10:00 p.m.,2.033
21/03/2025 11:00 p.m.,2.071
22/03/2025 12:00 a.m.,2.485
22/03/2025 1:00 a.m.,2.071
22/03/2025 2:00 a.m.,2.485
22/03/2025 3:00 a.m.,2.109
22/03/2025 4:00 a.m.,2.485
22/03/2025 5:00 a.m.,2.937
22/03/2025 6:00 a.m.,2.485
22/03/2025 7:00 a.m.,2.523
22/03/2025 8:00 a.m.,2.937
22/03/2025 9:00 a.m.,2.453
22/03/2025 10:00 a.m.,2.453
22/03/2025 11:00 a.m.,2.416
22/03/2025 12:00 p.m.,2.34
22/03/2025 1:00 p.m.,1.925
22/03/2025 2:00 p.m.,1.925
22/03/2025 3:00 p.m.,1.887
22/03/2025 4:00 p.m.,2.34
22/03/2025 5:00 p.m.,1.963
22/03/2025 6:00 p.m.,2.378
22/03/2025 7:00 p.m.,2.416
22/03/2025 8:00 p.m.,2.453
22/03/2025 9:00 p.m.,2.453
22/03/2025 10:00 p.m.,2.491
22/03/2025 11:00 p.m.,2.491
23/03/2025 12:00 a.m.,2.906
23/03/2025 1:00 a.m.,2.491
23/03/2025 2:00 a.m.,2.906
23/03/2025 3:00 a.m.,2.491
23/03/2025 4:00 a.m.,2.944
23/03/2025 5:00 a.m.,2.906
23/03/2025 6:00 a.m.,2.944
23/03/2025 7:00 a.m.,2.491
23/03/2025 8:00 a.m.,2.944
23/03/2025 9:00 a.m.,2.908
23/03/2025 10:00 a.m.,2.87
23/03/2025 11:00 a.m.,3.21
23/03/2025 12:00 p.m.,2.757
23/03/2025 1:00 p.m.,2.342
23/03/2025 2:00 p.m.,2.266
23/03/2025 3:00 p.m.,2.304
23/03/2025 4:00 p.m.,2.304
23/03/2025 5:00 p.m.,2.379
23/03/2025 6:00 p.m.,2.379
23/03/2025 7:00 p.m.,2.417
23/03/2025 8:00 p.m.,2.417
23/03/2025 9:00 p.m.,2.455
23/03/2025 10:00 p.m.,2.455
23/03/2025 11:00 p.m.,2.455
24/03/2025 12:00 a.m.,2.493
24/03/2025 1:00 a.m.,2.455
24/03/2025 2:00 a.m.,2.455
24/03/2025 3:00 a.m.,2.455
24/03/2025 4:00 a.m.,2.493
24/03/2025 5:00 a.m.,2.87
24/03/2025 6:00 a.m.,2.493
24/03/2025 7:00 a.m.,2.908
24/03/2025 8:00 a.m.,2.87
24/03/2025 9:00 a.m.,2.911
24/03/2025 10:00 a.m.,2.835
24/03/2025 11:00 a.m.,2.344
24/03/2025 12:00 p.m.,2.344
24/03/2025 1:00 p.m.,2.306
24/03/2025 2:00 p.m.,2.268
24/03/2025 3:00 p.m.,2.646
24/03/2025 4:00 p.m.,2.268
24/03/2025 5:00 p.m.,1.928
24/03/2025 6:00 p.m.,2.382
24/03/2025 7:00 p.m.,2.382
24/03/2025 8:00 p.m.,2.041
24/03/2025 9:00 p.m.,2.004
24/03/2025 10:00 p.m.,2.041
24/03/2025 11:00 p.m.,2.457
25/03/2025 12:00 a.m.,2.079
25/03/2025 1:00 a.m.,2.041
25/03/2025 2:00 a.m.,1.663
25/03/2025 3:00 a.m.,2.495
25/03/2025 4:00 a.m.,2.079
25/03/2025 5:00 a.m.,2.041
25/03/2025 6:00 a.m.,2.533
25/03/2025 7:00 a.m.,2.079
25/03/2025 8:00 a.m.,2.911
25/03/2025 9:00 a.m.,2.473
25/03/2025 10:00 a.m.,2.473
25/03/2025 11:00 a.m.,2.397
25/03/2025 12:00 p.m.,3.12
25/03/2025 1:00 p.m.,2.321
25/03/2025 2:00 p.m.,2.663
25/03/2025 3:00 p.m.,2.283
25/03/2025 4:00 p.m.,1.94
25/03/2025 5:00 p.m.,2.359
25/03/2025 6:00 p.m.,2.397
25/03/2025 7:00 p.m.,2.397
25/03/2025 8:00 p.m.,2.435
25/03/2025 9:00 p.m.,1.636
25/03/2025 10:00 p.m.,2.055
25/03/2025 11:00 p.m.,2.055
26/03/2025 12:00 a.m.,2.055
26/03/2025 1:00 a.m.,2.093
26/03/2025 2:00 a.m.,2.435
26/03/2025 3:00 a.m.,2.093
26/03/2025 4:00 a.m.,2.473
26/03/2025 5:00 a.m.,2.473
26/03/2025 6:00 a.m.,2.511
26/03/2025 7:00 a.m.,2.892
26/03/2025 8:00 a.m.,2.93
26/03/2025 9:00 a.m.,2.455
26/03/2025 10:00 a.m.,2.833
26/03/2025 11:00 a.m.,2.795
26/03/2025 12:00 p.m.,2.304
26/03/2025 1:00 p.m.,2.304
26/03/2025 2:00 p.m.,2.681
26/03/2025 3:00 p.m.,2.266
26/03/2025 4:00 p.m.,2.681
26/03/2025 5:00 p.m.,2.719
26/03/2025 6:00 p.m.,2.757
26/03/2025 7:00 p.m.,2.379
26/03/2025 8:00 p.m.,2.417
26/03/2025 9:00 p.m.,2.417
26/03/2025 10:00 p.m.,2.039
26/03/2025 11:00 p.m.,2.87
27/03/2025 12:00 a.m.,2.039
27/03/2025 1:00 a.m.,2.455
27/03/2025 2:00 a.m.,2.039
27/03/2025 3:00 a.m.,2.455
27/03/2025 4:00 a.m.,1.662
27/03/2025 5:00 a.m.,2.077
27/03/2025 6:00 a.m.,2.455
27/03/2025 7:00 a.m.,1.624
27/03/2025 8:00 a.m.,2.908
27/03/2025 9:00 a.m.,2.466
27/03/2025 10:00 a.m.,2.428
27/03/2025 11:00 a.m.,2.769
27/03/2025 12:00 p.m.,2.352
27/03/2025 1:00 p.m.,2.314
27/03/2025 2:00 p.m.,2.276
27/03/2025 3:00 p.m.,2.276
27/03/2025 4:00 p.m.,2.314
27/03/2025 5:00 p.m.,2.731
27/03/2025 6:00 p.m.,1.973
27/03/2025 7:00 p.m.,2.011
27/03/2025 8:00 p.m.,2.39
27/03/2025 9:00 p.m.,2.049
27/03/2025 10:00 p.m.,2.049
27/03/2025 11:00 p.m.,2.049
28/03/2025 12:00 a.m.,2.049
28/03/2025 1:00 a.m.,2.086
28/03/2025 2:00 a.m.,2.049
28/03/2025 3:00 a.m.,2.504
28/03/2025 4:00 a.m.,2.086
28/03/2025 5:00 a.m.,2.049
28/03/2025 6:00 a.m.,2.504
28/03/2025 7:00 a.m.,2.504
28/03/2025 8:00 a.m.,2.921
28/03/2025 9:00 a.m.,2.509
28/03/2025 10:00 a.m.,2.015
28/03/2025 11:00 a.m.,2.395
28/03/2025 12:00 p.m.,2.357
28/03/2025 1:00 p.m.,2.699
28/03/2025 2:00 p.m.,1.901
28/03/2025 3:00 p.m.,2.281
28/03/2025 4:00 p.m.,1.939
28/03/2025 5:00 p.m.,2.775
28/03/2025 6:00 p.m.,1.977
28/03/2025 7:00 p.m.,2.015
28/03/2025 8:00 p.m.,2.053
28/03/2025 9:00 p.m.,2.433
28/03/2025 10:00 p.m.,2.053
28/03/2025 11:00 p.m.,2.091
29/03/2025 12:00 a.m.,2.053
29/03/2025 1:00 a.m.,2.471
29/03/2025 2:00 a.m.,2.471
29/03/2025 3:00 a.m.,2.471
29/03/2025 4:00 a.m.,2.471
29/03/2025 5:00 a.m.,2.509
29/03/2025 6:00 a.m.,2.509
29/03/2025 7:00 a.m.,2.471
29/03/2025 8:00 a.m.,3.346
29/03/2025 9:00 a.m.,2.877
29/03/2025 10:00 a.m.,2.423
29/03/2025 11:00 a.m.,2.385
29/03/2025 12:00 p.m.,2.763
29/03/2025 1:00 p.m.,2.271
29/03/2025 2:00 p.m.,2.309
29/03/2025 3:00 p.m.,2.271
29/03/2025 4:00 p.m.,2.347
29/03/2025 5:00 p.m.,2.347
29/03/2025 6:00 p.m.,2.385
29/03/2025 7:00 p.m.,1.969
29/03/2025 8:00 p.m.,2.423
29/03/2025 9:00 p.m.,2.006
29/03/2025 10:00 p.m.,2.044
29/03/2025 11:00 p.m.,2.461
30/03/2025 12:00 a.m.,2.423
30/03/2025 1:00 a.m.,2.082
30/03/2025 2:00 a.m.,2.498
30/03/2025 3:00 a.m.,2.461
30/03/2025 4:00 a.m.,2.915
30/03/2025 5:00 a.m.,2.536
30/03/2025 6:00 a.m.,2.498
30/03/2025 7:00 a.m.,2.498
30/03/2025 8:00 a.m.,2.536
30/03/2025 9:00 a.m.,2.455
30/03/2025 10:00 a.m.,3.286
