Timestamp,Meter,Imported (Wh),Imported Total reading (kWh),Imported (kWh)
1/1/2024 13:50,202,14198893,14198.893,0.023
1/1/2024 13:55,202,14198921,14198.921,0.028
1/1/2024 14:00,202,14198948,14198.948,0.027
1/1/2024 14:05,202,14198976,14198.976,0.028
1/1/2024 14:10,202,14199004,14199.004,0.028
1/1/2024 14:15,202,14199031,14199.031,0.027
1/1/2024 14:20,202,14199056,14199.056,0.025
1/1/2024 14:25,202,14199077,14199.077,0.021
1/1/2024 14:30,202,14199098,14199.098,0.021
1/1/2024 14:35,202,14199120,14199.12,0.022
1/1/2024 14:40,202,14199143,14199.143,0.023
1/1/2024 14:45,202,14199312,14199.312,0.169
1/1/2024 14:50,202,14199629,14199.629,0.317
1/1/2024 14:55,202,14199913,14199.913,0.284
1/1/2024 15:00,202,14200118,14200.118,0.205
1/1/2024 15:05,202,14200286,14200.286,0.168
1/1/2024 15:10,202,14200452,14200.452,0.166
1/1/2024 15:15,202,14200530,14200.53,0.078
1/1/2024 15:20,202,14200572,14200.572,0.042
1/1/2024 15:25,202,14200660,14200.66,0.088
1/1/2024 15:30,202,14200788,14200.788,0.128
1/1/2024 15:35,202,14200974,14200.974,0.186
1/1/2024 15:40,202,14201386,14201.386,0.412
1/1/2024 15:45,202,14201794,14201.794,0.408
1/1/2024 15:50,202,14201944,14201.944,0.15
1/1/2024 15:55,202,14202064,14202.064,0.12
1/1/2024 16:00,202,14202189,14202.189,0.125
1/1/2024 16:05,202,14202313,14202.313,0.124
1/1/2024 16:10,202,14202439,14202.439,0.126
1/1/2024 16:15,202,14202566,14202.566,0.127
1/1/2024 16:20,202,14202693,14202.693,0.127
1/1/2024 16:25,202,14202818,14202.818,0.125
1/1/2024 16:30,202,14202943,14202.943,0.125
1/1/2024 16:35,202,14203070,14203.07,0.127
1/1/2024 16:40,202,14203197,14203.197,0.127
1/1/2024 16:45,202,14203325,14203.325,0.128
1/1/2024 16:50,202,14203449,14203.449,0.124
1/1/2024 16:55,202,14203561,14203.561,0.112
1/1/2024 17:00,202,14203669,14203.669,0.108
1/1/2024 17:05,202,14203777,14203.777,0.108
1/1/2024 17:10,202,14203886,14203.886,0.109
1/1/2024 17:15,202,14203950,14203.95,0.064
1/1/2024 17:20,202,14203989,14203.989,0.039
1/1/2024 17:25,202,14204029,14204.029,0.04
1/1/2024 17:30,202,14204069,14204.069,0.04
1/1/2024 17:35,202,14204109,14204.109,0.04
1/1/2024 17:40,202,14204145,14204.145,0.036
1/1/2024 17:45,202,14204191,14204.191,0.046
1/1/2024 17:50,202,14204239,14204.239,0.048
1/1/2024 17:55,202,14204283,14204.283,0.044
1/1/2024 18:00,202,14204314,14204.314,0.031
1/1/2024 18:05,202,14204351,14204.351,0.037
1/1/2024 18:10,202,14204387,14204.387,0.036
1/1/2024 18:15,202,14204425,14204.425,0.038
1/1/2024 18:20,202,14204463,14204.463,0.038
1/1/2024 18:25,202,14204500,14204.5,0.037
1/1/2024 18:30,202,14204537,14204.537,0.037
1/1/2024 18:35,202,14204574,14204.574,0.037
1/1/2024 18:40,202,14204611,14204.611,0.037
1/1/2024 18:45,202,14204648,14204.648,0.037
1/1/2024 18:50,202,14204685,14204.685,0.037
1/1/2024 18:55,202,14204722,14204.722,0.037
1/1/2024 19:00,202,14204760,14204.76,0.038
1/1/2024 19:05,202,14204851,14204.851,0.091
1/1/2024 19:10,202,14204906,14204.906,0.055
1/1/2024 19:15,202,14204935,14204.935,0.029
1/1/2024 19:20,202,14204964,14204.964,0.029
1/1/2024 19:25,202,14204995,14204.995,0.031
1/1/2024 19:30,202,14205026,14205.026,0.031
1/1/2024 19:35,202,14205057,14205.057,0.031
1/1/2024 19:40,202,14205087,14205.087,0.03
1/1/2024 19:45,202,14205117,14205.117,0.03
1/1/2024 19:50,202,14205154,14205.154,0.037
1/1/2024 19:55,202,14205195,14205.195,0.041
1/1/2024 20:00,202,14205236,14205.236,0.041
1/1/2024 20:05,202,14205277,14205.277,0.041
1/1/2024 20:10,202,14205318,14205.318,0.041
1/1/2024 20:15,202,14205359,14205.359,0.041
1/1/2024 20:20,202,14205400,14205.4,0.041
1/1/2024 20:25,202,14205441,14205.441,0.041
1/1/2024 20:30,202,14205481,14205.481,0.04
1/1/2024 20:35,202,14205604,14205.604,0.123
1/1/2024 20:40,202,14205933,14205.933,0.329
1/1/2024 20:45,202,14206264,14206.264,0.331
1/1/2024 20:50,202,14206325,14206.325,0.061
1/1/2024 20:55,202,14206368,14206.368,0.043
1/1/2024 21:00,202,14206411,14206.411,0.043
1/1/2024 21:05,202,14206447,14206.447,0.036
1/1/2024 21:10,202,14206490,14206.49,0.043
1/1/2024 21:15,202,14206533,14206.533,0.043
1/1/2024 21:20,202,14206577,14206.577,0.044
1/1/2024 21:25,202,14206655,14206.655,0.078
1/1/2024 21:30,202,14206762,14206.762,0.107
1/1/2024 21:35,202,14206872,14206.872,0.11
1/1/2024 21:40,202,14206983,14206.983,0.111
1/1/2024 21:45,202,14207098,14207.098,0.115
1/1/2024 21:50,202,14207209,14207.209,0.111
1/1/2024 21:55,202,14207312,14207.312,0.103
1/1/2024 22:00,202,14207407,14207.407,0.095
1/1/2024 22:05,202,14207497,14207.497,0.09
1/1/2024 22:10,202,14207583,14207.583,0.086
1/1/2024 22:15,202,14207668,14207.668,0.085
1/1/2024 22:20,202,14207753,14207.753,0.085
1/1/2024 22:25,202,14207836,14207.836,0.083
1/1/2024 22:30,202,14208052,14208.052,0.216
1/1/2024 22:35,202,14208389,14208.389,0.337
1/1/2024 22:40,202,14208472,14208.472,0.083
1/1/2024 22:45,202,14208551,14208.551,0.079
1/1/2024 22:50,202,14208617,14208.617,0.066
1/1/2024 22:55,202,14208677,14208.677,0.06
1/1/2024 23:00,202,14208730,14208.73,0.053
1/1/2024 23:05,202,14208775,14208.775,0.045
1/1/2024 23:10,202,14208813,14208.813,0.038
1/1/2024 23:15,202,14208844,14208.844,0.031
1/1/2024 23:20,202,14208872,14208.872,0.028
1/1/2024 23:25,202,14208898,14208.898,0.026
1/1/2024 23:30,202,14208925,14208.925,0.027
1/1/2024 23:35,202,14208949,14208.949,0.024
1/1/2024 23:40,202,14208973,14208.973,0.024
1/1/2024 23:45,202,14208999,14208.999,0.026
1/1/2024 23:50,202,14209028,14209.028,0.029
1/1/2024 23:55,202,14209055,14209.055,0.027
1/2/2024 0:00,202,14209081,14209.081,0.026
1/2/2024 0:05,202,14209106,14209.106,0.025
1/2/2024 0:10,202,14209139,14209.139,0.033
1/2/2024 0:15,202,14209171,14209.171,0.032
1/2/2024 0:20,202,14209201,14209.201,0.03
1/2/2024 0:25,202,14209221,14209.221,0.02
1/2/2024 0:30,202,14209239,14209.239,0.018
1/2/2024 0:35,202,14209260,14209.26,0.021
1/2/2024 0:40,202,14209281,14209.281,0.021
1/2/2024 0:45,202,14209303,14209.303,0.022
1/2/2024 0:50,202,14209324,14209.324,0.021
1/2/2024 0:55,202,14209346,14209.346,0.022
1/2/2024 1:00,202,14209367,14209.367,0.021
1/2/2024 1:05,202,14209388,14209.388,0.021
1/2/2024 1:10,202,14209408,14209.408,0.02
1/2/2024 1:15,202,14209429,14209.429,0.021
1/2/2024 1:20,202,14209450,14209.45,0.021
1/2/2024 1:25,202,14209470,14209.47,0.02
1/2/2024 1:30,202,14209491,14209.491,0.021
1/2/2024 1:35,202,14209511,14209.511,0.02
1/2/2024 1:40,202,14209531,14209.531,0.02
1/2/2024 1:45,202,14209552,14209.552,0.021
1/2/2024 1:50,202,14209572,14209.572,0.02
1/2/2024 1:55,202,14209592,14209.592,0.02
1/2/2024 2:00,202,14209612,14209.612,0.02
1/2/2024 2:05,202,14209632,14209.632,0.02
1/2/2024 2:10,202,14209652,14209.652,0.02
1/2/2024 2:15,202,14209672,14209.672,0.02
1/2/2024 2:20,202,14209693,14209.693,0.021
1/2/2024 2:25,202,14209713,14209.713,0.02
1/2/2024 2:30,202,14209733,14209.733,0.02
1/2/2024 2:35,202,14209753,14209.753,0.02
1/2/2024 2:40,202,14209769,14209.769,0.016
1/2/2024 2:45,202,14209790,14209.79,0.021
1/2/2024 2:50,202,14209809,14209.809,0.019
1/2/2024 2:55,202,14209818,14209.818,0.009
1/2/2024 3:00,202,14209835,14209.835,0.017
1/2/2024 3:05,202,14209844,14209.844,0.009
1/2/2024 3:10,202,14209863,14209.863,0.019
1/2/2024 3:15,202,14209888,14209.888,0.025
1/2/2024 3:20,202,14209901,14209.901,0.013
1/2/2024 3:25,202,14209921,14209.921,0.02
1/2/2024 3:30,202,14209931,14209.931,0.01
1/2/2024 3:35,202,14209941,14209.941,0.01
1/2/2024 3:40,202,14209956,14209.956,0.015
1/2/2024 3:45,202,14209966,14209.966,0.01
1/2/2024 3:50,202,14209970,14209.97,0.004
1/2/2024 3:55,202,14209982,14209.982,0.012
1/2/2024 4:00,202,14209986,14209.986,0.004
1/2/2024 4:05,202,14209999,14209.999,0.013
1/2/2024 4:10,202,14210009,14210.009,0.01
1/2/2024 4:15,202,14210022,14210.022,0.013
1/2/2024 4:20,202,14210036,14210.036,0.014
1/2/2024 4:25,202,14210046,14210.046,0.01
1/2/2024 4:30,202,14210065,14210.065,0.019
1/2/2024 4:35,202,14210075,14210.075,0.01
1/2/2024 4:40,202,14210089,14210.089,0.014
1/2/2024 4:45,202,14210095,14210.095,0.006
1/2/2024 4:50,202,14210099,14210.099,0.004
1/2/2024 4:55,202,14210110,14210.11,0.011
1/2/2024 5:00,202,14210118,14210.118,0.008
1/2/2024 5:05,202,14210134,14210.134,0.016
1/2/2024 5:10,202,14210146,14210.146,0.012
1/2/2024 5:15,202,14210157,14210.157,0.011
1/2/2024 5:20,202,14210173,14210.173,0.016
1/2/2024 5:25,202,14210183,14210.183,0.01
1/2/2024 5:30,202,14210198,14210.198,0.015
1/2/2024 5:35,202,14210202,14210.202,0.004
1/2/2024 5:40,202,14210207,14210.207,0.005
1/2/2024 5:45,202,14210217,14210.217,0.01
1/2/2024 5:50,202,14210224,14210.224,0.007
1/2/2024 5:55,202,14210240,14210.24,0.016
1/2/2024 6:00,202,14210251,14210.251,0.011
1/2/2024 6:05,202,14210263,14210.263,0.012
1/2/2024 6:10,202,14210281,14210.281,0.018
1/2/2024 6:15,202,14210290,14210.29,0.009
1/2/2024 6:20,202,14210301,14210.301,0.011
1/2/2024 6:25,202,14210308,14210.308,0.007
1/2/2024 6:30,202,14210312,14210.312,0.004
1/2/2024 6:35,202,14210323,14210.323,0.011
1/2/2024 6:40,202,14210330,14210.33,0.007
1/2/2024 6:45,202,14210344,14210.344,0.014
1/2/2024 6:50,202,14210358,14210.358,0.014
1/2/2024 6:55,202,14210370,14210.37,0.012
1/2/2024 7:00,202,14210387,14210.387,0.017
1/2/2024 7:05,202,14210396,14210.396,0.009
1/2/2024 7:10,202,14210410,14210.41,0.014
1/2/2024 7:15,202,14210414,14210.414,0.004
1/2/2024 7:20,202,14210426,14210.426,0.012
1/2/2024 7:25,202,14210430,14210.43,0.004
1/2/2024 7:30,202,14210444,14210.444,0.014
1/2/2024 7:35,202,14210457,14210.457,0.013
1/2/2024 7:40,202,14210472,14210.472,0.015
1/2/2024 7:45,202,14210487,14210.487,0.015
1/2/2024 7:50,202,14210497,14210.497,0.01
1/2/2024 7:55,202,14210503,14210.503,0.006
1/2/2024 8:00,202,14210507,14210.507,0.004
1/2/2024 8:05,202,14210514,14210.514,0.007
1/2/2024 8:10,202,14210520,14210.52,0.006
1/2/2024 8:15,202,14210561,14210.561,0.041
1/2/2024 8:20,202,14210679,14210.679,0.118
1/2/2024 8:25,202,14210743,14210.743,0.064
1/2/2024 8:30,202,14211043,14211.043,0.3
1/2/2024 8:35,202,14211216,14211.216,0.173
1/2/2024 8:40,202,14211235,14211.235,0.019
1/2/2024 8:45,202,14211254,14211.254,0.019
1/2/2024 8:50,202,14211273,14211.273,0.019
1/2/2024 8:55,202,14211292,14211.292,0.019
1/2/2024 9:00,202,14211308,14211.308,0.016
1/2/2024 9:05,202,14211334,14211.334,0.026
1/2/2024 9:10,202,14211364,14211.364,0.03
1/2/2024 9:15,202,14211393,14211.393,0.029
1/2/2024 9:20,202,14211409,14211.409,0.016
1/2/2024 9:25,202,14211432,14211.432,0.023
1/2/2024 9:30,202,14211455,14211.455,0.023
1/2/2024 9:35,202,14211478,14211.478,0.023
1/2/2024 9:40,202,14211501,14211.501,0.023
1/2/2024 9:45,202,14211531,14211.531,0.03
1/2/2024 9:50,202,14211564,14211.564,0.033
1/2/2024 9:55,202,14211598,14211.598,0.034
1/2/2024 10:00,202,14211630,14211.63,0.032
1/2/2024 10:05,202,14211660,14211.66,0.03
1/2/2024 10:10,202,14211687,14211.687,0.027
1/2/2024 10:15,202,14211713,14211.713,0.026
1/2/2024 10:20,202,14211738,14211.738,0.025
1/2/2024 10:25,202,14211763,14211.763,0.025
1/2/2024 10:30,202,14211789,14211.789,0.026
1/2/2024 10:35,202,14211814,14211.814,0.025
1/2/2024 10:40,202,14211834,14211.834,0.02
1/2/2024 10:45,202,14211853,14211.853,0.019
1/2/2024 10:50,202,14211872,14211.872,0.019
1/2/2024 10:55,202,14211897,14211.897,0.025
1/2/2024 11:00,202,14211920,14211.92,0.023
1/2/2024 11:05,202,14211933,14211.933,0.013
1/2/2024 11:10,202,14211943,14211.943,0.01
1/2/2024 11:15,202,14211953,14211.953,0.01
1/2/2024 11:20,202,14211964,14211.964,0.011
1/2/2024 11:25,202,14211974,14211.974,0.01
1/2/2024 11:30,202,14211984,14211.984,0.01
1/2/2024 11:35,202,14212001,14212.001,0.017
1/2/2024 11:40,202,14212293,14212.293,0.292
1/2/2024 11:45,202,14212387,14212.387,0.094
1/2/2024 11:50,202,14212397,14212.397,0.01
1/2/2024 11:55,202,14212407,14212.407,0.01
1/2/2024 12:00,202,14212417,14212.417,0.01
1/2/2024 12:05,202,14212426,14212.426,0.009
1/2/2024 12:10,202,14212436,14212.436,0.01
1/2/2024 12:15,202,14212446,14212.446,0.01
1/2/2024 12:20,202,14212456,14212.456,0.01
1/2/2024 12:25,202,14212466,14212.466,0.01
1/2/2024 12:30,202,14212476,14212.476,0.01
1/2/2024 12:35,202,14212485,14212.485,0.009
1/2/2024 12:40,202,14212495,14212.495,0.01
1/2/2024 12:45,202,14212505,14212.505,0.01
1/2/2024 12:50,202,14212515,14212.515,0.01
1/2/2024 12:55,202,14212524,14212.524,0.009
1/2/2024 13:00,202,14212534,14212.534,0.01
1/2/2024 13:05,202,14212544,14212.544,0.01
1/2/2024 13:10,202,14212554,14212.554,0.01
1/2/2024 13:15,202,14212563,14212.563,0.009
1/2/2024 13:20,202,14212573,14212.573,0.01
1/2/2024 13:25,202,14212583,14212.583,0.01
1/2/2024 13:30,202,14212592,14212.592,0.009
1/2/2024 13:35,202,14212602,14212.602,0.01
1/2/2024 13:40,202,14212612,14212.612,0.01
1/2/2024 13:45,202,14212621,14212.621,0.009
1/2/2024 13:50,202,14212630,14212.63,0.009
1/2/2024 13:55,202,14212634,14212.634,0.004
1/2/2024 14:00,202,14212638,14212.638,0.004
1/2/2024 14:05,202,14212642,14212.642,0.004
1/2/2024 14:10,202,14212652,14212.652,0.01
1/2/2024 14:15,202,14212661,14212.661,0.009
1/2/2024 14:20,202,14212671,14212.671,0.01
1/2/2024 14:25,202,14212681,14212.681,0.01
1/2/2024 14:30,202,14212691,14212.691,0.01
1/2/2024 14:35,202,14212701,14212.701,0.01
1/2/2024 14:40,202,14212710,14212.71,0.009
1/2/2024 14:45,202,14212720,14212.72,0.01
1/2/2024 14:50,202,14212730,14212.73,0.01
1/2/2024 14:55,202,14212739,14212.739,0.009
1/2/2024 15:00,202,14212749,14212.749,0.01
1/2/2024 15:05,202,14212759,14212.759,0.01
1/2/2024 15:10,202,14212770,14212.77,0.011
1/2/2024 15:15,202,14212812,14212.812,0.042
1/2/2024 15:20,202,14212832,14212.832,0.02
1/2/2024 15:25,202,14212851,14212.851,0.019
1/2/2024 15:30,202,14212870,14212.87,0.019
1/2/2024 15:35,202,14212888,14212.888,0.018
1/2/2024 15:40,202,14212906,14212.906,0.018
1/2/2024 15:45,202,14212925,14212.925,0.019
1/2/2024 15:50,202,14212942,14212.942,0.017
1/2/2024 15:55,202,14212959,14212.959,0.017
1/2/2024 16:00,202,14212976,14212.976,0.017
1/2/2024 16:05,202,14212993,14212.993,0.017
1/2/2024 16:10,202,14213011,14213.011,0.018
1/2/2024 16:15,202,14213028,14213.028,0.017
1/2/2024 16:20,202,14213043,14213.043,0.015
1/2/2024 16:25,202,14213068,14213.068,0.025
1/2/2024 16:30,202,14213094,14213.094,0.026
1/2/2024 16:35,202,14213118,14213.118,0.024
1/2/2024 16:40,202,14213130,14213.13,0.012
1/2/2024 16:45,202,14213151,14213.151,0.021
1/2/2024 16:50,202,14213180,14213.18,0.029
1/2/2024 16:55,202,14213210,14213.21,0.03
1/2/2024 17:00,202,14213240,14213.24,0.03
1/2/2024 17:05,202,14213269,14213.269,0.029
1/2/2024 17:10,202,14213298,14213.298,0.029
1/2/2024 17:15,202,14213328,14213.328,0.03
1/2/2024 17:20,202,14213356,14213.356,0.028
1/2/2024 17:25,202,14213386,14213.386,0.03
1/2/2024 17:30,202,14213416,14213.416,0.03
1/2/2024 17:35,202,14213445,14213.445,0.029
1/2/2024 17:40,202,14213473,14213.473,0.028
1/2/2024 17:45,202,14213500,14213.5,0.027
1/2/2024 17:50,202,14213528,14213.528,0.028
1/2/2024 17:55,202,14213556,14213.556,0.028
1/2/2024 18:00,202,14213584,14213.584,0.028
1/2/2024 18:05,202,14213612,14213.612,0.028
1/2/2024 18:10,202,14213646,14213.646,0.034
1/2/2024 18:15,202,14213684,14213.684,0.038
1/2/2024 18:20,202,14213723,14213.723,0.039
1/2/2024 18:25,202,14213763,14213.763,0.04
1/2/2024 18:30,202,14213804,14213.804,0.041
1/2/2024 18:35,202,14213845,14213.845,0.041
1/2/2024 18:40,202,14213885,14213.885,0.04
1/2/2024 18:45,202,14213926,14213.926,0.041
1/2/2024 18:50,202,14213966,14213.966,0.04
1/2/2024 18:55,202,14214004,14214.004,0.038
1/2/2024 19:00,202,14214042,14214.042,0.038
1/2/2024 19:05,202,14214081,14214.081,0.039
1/2/2024 19:10,202,14214119,14214.119,0.038
1/2/2024 19:15,202,14214155,14214.155,0.036
1/2/2024 19:20,202,14214190,14214.19,0.035
1/2/2024 19:25,202,14214226,14214.226,0.036
1/2/2024 19:30,202,14214262,14214.262,0.036
1/2/2024 19:35,202,14214297,14214.297,0.035
1/2/2024 19:40,202,14214348,14214.348,0.051
1/2/2024 19:45,202,14214445,14214.445,0.097
1/2/2024 19:50,202,14214573,14214.573,0.128
1/2/2024 19:55,202,14214698,14214.698,0.125
1/2/2024 20:00,202,14214820,14214.82,0.122
1/2/2024 20:05,202,14214935,14214.935,0.115
1/2/2024 20:10,202,14215047,14215.047,0.112
1/2/2024 20:15,202,14215221,14215.221,0.174
1/2/2024 20:20,202,14215629,14215.629,0.408
1/2/2024 20:25,202,14215824,14215.824,0.195
1/2/2024 20:30,202,14215931,14215.931,0.107
